class	name	inchi	left	right	agnostic	agnostic_inchi	left_inchi	right_inchi
http://purl.obolibrary.org/obo/CHEBI_83268	oxathiapiprolin		http://purl.obolibrary.org/obo/CHEBI_83270	http://purl.obolibrary.org/obo/CHEBI_83269	http://purl.obolibrary.org/obo/CHEBI_83271	InChI=1S/C24H22F5N5O2S/c1-13-9-20(24(27,28)29)31-34(13)11-21(35)33-7-5-14(6-8-33)23-30-18(12-37-23)17-10-19(36-32-17)22-15(25)3-2-4-16(22)26/h2-4,9,12,14,19H,5-8,10-11H2,1H3	InChI=1S/C24H22F5N5O2S/c1-13-9-20(24(27,28)29)31-34(13)11-21(35)33-7-5-14(6-8-33)23-30-18(12-37-23)17-10-19(36-32-17)22-15(25)3-2-4-16(22)26/h2-4,9,12,14,19H,5-8,10-11H2,1H3/t19-/m0/s1	InChI=1S/C24H22F5N5O2S/c1-13-9-20(24(27,28)29)31-34(13)11-21(35)33-7-5-14(6-8-33)23-30-18(12-37-23)17-10-19(36-32-17)22-15(25)3-2-4-16(22)26/h2-4,9,12,14,19H,5-8,10-11H2,1H3/t19-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_89461	o-tyrosine							
http://purl.obolibrary.org/obo/CHEBI_89843	methylsuccinic acid		http://purl.obolibrary.org/obo/CHEBI_91316	http://purl.obolibrary.org/obo/CHEBI_91317	http://purl.obolibrary.org/obo/CHEBI_91315	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)/t3-/m0/s1	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)/t3-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_89843	methylsuccinic acid		http://purl.obolibrary.org/obo/CHEBI_91316	http://purl.obolibrary.org/obo/CHEBI_91317	http://purl.obolibrary.org/obo/CHEBI_91315	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)/t3-/m0/s1	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)/t3-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_9011	salmeterol		http://purl.obolibrary.org/obo/CHEBI_64063	http://purl.obolibrary.org/obo/CHEBI_64062	http://purl.obolibrary.org/obo/CHEBI_64064	InChI=1S/C25H37NO4/c27-20-23-18-22(13-14-24(23)28)25(29)19-26-15-7-1-2-8-16-30-17-9-6-12-21-10-4-3-5-11-21/h3-5,10-11,13-14,18,25-29H,1-2,6-9,12,15-17,19-20H2	InChI=1S/C25H37NO4/c27-20-23-18-22(13-14-24(23)28)25(29)19-26-15-7-1-2-8-16-30-17-9-6-12-21-10-4-3-5-11-21/h3-5,10-11,13-14,18,25-29H,1-2,6-9,12,15-17,19-20H2/t25-/m1/s1	InChI=1S/C25H37NO4/c27-20-23-18-22(13-14-24(23)28)25(29)19-26-15-7-1-2-8-16-30-17-9-6-12-21-10-4-3-5-11-21/h3-5,10-11,13-14,18,25-29H,1-2,6-9,12,15-17,19-20H2/t25-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_90196	rac-selisistat		http://purl.obolibrary.org/obo/CHEBI_90371	http://purl.obolibrary.org/obo/CHEBI_90370	http://purl.obolibrary.org/obo/CHEBI_90369	InChI=1S/C13H13ClN2O/c14-7-4-5-11-10(6-7)8-2-1-3-9(13(15)17)12(8)16-11/h4-6,9,16H,1-3H2,(H2,15,17)	InChI=1S/C13H13ClN2O/c14-7-4-5-11-10(6-7)8-2-1-3-9(13(15)17)12(8)16-11/h4-6,9,16H,1-3H2,(H2,15,17)/t9-/m0/s1	InChI=1S/C13H13ClN2O/c14-7-4-5-11-10(6-7)8-2-1-3-9(13(15)17)12(8)16-11/h4-6,9,16H,1-3H2,(H2,15,17)/t9-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_90261	AH23848 hemicalcium salt							
http://purl.obolibrary.org/obo/CHEBI_90346	DL-methionine 2-naphthylamide							
http://purl.obolibrary.org/obo/CHEBI_90388	AH23848							
http://purl.obolibrary.org/obo/CHEBI_90417	N-benzoyl-DL-phenylalanine							
http://purl.obolibrary.org/obo/CHEBI_91056	N-benzoyl-DL-phenylalanine 2-naphthylamide							
http://purl.obolibrary.org/obo/CHEBI_91062	N-benzoyl-DL-arginine 2-naphthylamide							
http://purl.obolibrary.org/obo/CHEBI_91111	rac-1,2-di-O-dodecanylglycero-3-glutaric acid 6'-methylresorufin ester	InChI=1S/C45H69NO8/c1-4-6-8-10-12-14-16-18-20-22-31-50-34-38(51-32-23-21-19-17-15-13-11-9-7-5-2)35-52-43(48)25-24-26-44(49)53-41-30-29-40-45(36(41)3)54-42-33-37(47)27-28-39(42)46-40/h27-30,33,38H,4-26,31-32,34-35H2,1-3H3						
http://purl.obolibrary.org/obo/CHEBI_91192	KI16425		http://purl.obolibrary.org/obo/CHEBI_91195	http://purl.obolibrary.org/obo/CHEBI_91197	http://purl.obolibrary.org/obo/CHEBI_91194	InChI=1S/C23H23ClN2O5S/c1-14-21(25-23(29)30-15(2)18-5-3-4-6-19(18)24)22(31-26-14)17-9-7-16(8-10-17)13-32-12-11-20(27)28/h3-10,15H,11-13H2,1-2H3,(H,25,29)(H,27,28)	InChI=1S/C23H23ClN2O5S/c1-14-21(25-23(29)30-15(2)18-5-3-4-6-19(18)24)22(31-26-14)17-9-7-16(8-10-17)13-32-12-11-20(27)28/h3-10,15H,11-13H2,1-2H3,(H,25,29)(H,27,28)/t15-/m0/s1	InChI=1S/C23H23ClN2O5S/c1-14-21(25-23(29)30-15(2)18-5-3-4-6-19(18)24)22(31-26-14)17-9-7-16(8-10-17)13-32-12-11-20(27)28/h3-10,15H,11-13H2,1-2H3,(H,25,29)(H,27,28)/t15-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_91260	disodium malate							
http://purl.obolibrary.org/obo/CHEBI_9986	vinclozolin		http://purl.obolibrary.org/obo/CHEBI_83735	http://purl.obolibrary.org/obo/CHEBI_83733	http://purl.obolibrary.org/obo/CHEBI_83732	InChI=1S/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3	InChI=1S/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3/t12-/m0/s1	InChI=1S/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_9986	vinclozolin		http://purl.obolibrary.org/obo/CHEBI_83735	http://purl.obolibrary.org/obo/CHEBI_83733	http://purl.obolibrary.org/obo/CHEBI_83732	InChI=1S/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3	InChI=1S/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3/t12-/m0/s1	InChI=1S/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_136695	haloxyfop-sodium							
http://purl.obolibrary.org/obo/CHEBI_136739	haloxyfop-etotyl							
http://purl.obolibrary.org/obo/CHEBI_134870	toloxatone		http://purl.obolibrary.org/obo/CHEBI_156574	http://purl.obolibrary.org/obo/CHEBI_156573	http://purl.obolibrary.org/obo/CHEBI_156575	InChI=1S/C11H13NO3/c1-8-3-2-4-9(5-8)12-6-10(7-13)15-11(12)14/h2-5,10,13H,6-7H2,1H3	InChI=1S/C11H13NO3/c1-8-3-2-4-9(5-8)12-6-10(7-13)15-11(12)14/h2-5,10,13H,6-7H2,1H3/t10-/m0/s1	InChI=1S/C11H13NO3/c1-8-3-2-4-9(5-8)12-6-10(7-13)15-11(12)14/h2-5,10,13H,6-7H2,1H3/t10-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_134887	clorprenaline		http://purl.obolibrary.org/obo/CHEBI_146225	http://purl.obolibrary.org/obo/CHEBI_146224	http://purl.obolibrary.org/obo/CHEBI_146226	InChI=1S/C11H16ClNO/c1-8(2)13-7-11(14)9-5-3-4-6-10(9)12/h3-6,8,11,13-14H,7H2,1-2H3	InChI=1S/C11H16ClNO/c1-8(2)13-7-11(14)9-5-3-4-6-10(9)12/h3-6,8,11,13-14H,7H2,1-2H3/t11-/m1/s1	InChI=1S/C11H16ClNO/c1-8(2)13-7-11(14)9-5-3-4-6-10(9)12/h3-6,8,11,13-14H,7H2,1-2H3/t11-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_134906	cicloxilic acid							
http://purl.obolibrary.org/obo/CHEBI_138120	rac-6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-m-toluic acid							
http://purl.obolibrary.org/obo/CHEBI_138129	rac-6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-p-toluic acid	InChI=1S/C15H18N2O3/c1-8(2)15(4)14(20)16-12(17-15)11-7-9(3)5-6-10(11)13(18)19/h5-8H,1-4H3,(H,18,19)(H,16,17,20)						
http://purl.obolibrary.org/obo/CHEBI_138192	beflubutamid		http://purl.obolibrary.org/obo/CHEBI_138205	http://purl.obolibrary.org/obo/CHEBI_138204	http://purl.obolibrary.org/obo/CHEBI_138203	InChI=1S/C18H17F4NO2/c1-2-16(17(24)23-11-12-6-4-3-5-7-12)25-13-8-9-15(19)14(10-13)18(20,21)22/h3-10,16H,2,11H2,1H3,(H,23,24)	InChI=1S/C18H17F4NO2/c1-2-16(17(24)23-11-12-6-4-3-5-7-12)25-13-8-9-15(19)14(10-13)18(20,21)22/h3-10,16H,2,11H2,1H3,(H,23,24)/t16-/m0/s1	InChI=1S/C18H17F4NO2/c1-2-16(17(24)23-11-12-6-4-3-5-7-12)25-13-8-9-15(19)14(10-13)18(20,21)22/h3-10,16H,2,11H2,1H3,(H,23,24)/t16-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_143521	pyrimisulfan		http://purl.obolibrary.org/obo/CHEBI_143524	http://purl.obolibrary.org/obo/CHEBI_143523	http://purl.obolibrary.org/obo/CHEBI_143522	InChI=1S/C16H19F2N3O6S/c1-25-8-9-5-4-6-10(13(9)21-28(23,24)16(17)18)14(22)15-19-11(26-2)7-12(20-15)27-3/h4-7,14,16,21-22H,8H2,1-3H3	InChI=1S/C16H19F2N3O6S/c1-25-8-9-5-4-6-10(13(9)21-28(23,24)16(17)18)14(22)15-19-11(26-2)7-12(20-15)27-3/h4-7,14,16,21-22H,8H2,1-3H3/t14-/m0/s1	InChI=1S/C16H19F2N3O6S/c1-25-8-9-5-4-6-10(13(9)21-28(23,24)16(17)18)14(22)15-19-11(26-2)7-12(20-15)27-3/h4-7,14,16,21-22H,8H2,1-3H3/t14-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_110552	2,4,6-trimethyl-DL-phenylalanine							
http://purl.obolibrary.org/obo/CHEBI_6923	Miconazole		http://purl.obolibrary.org/obo/CHEBI_82897	http://purl.obolibrary.org/obo/CHEBI_82894	http://purl.obolibrary.org/obo/CHEBI_82892	InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2	InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2/t18-/m1/s1	InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2/t18-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_6923	miconazole		http://purl.obolibrary.org/obo/CHEBI_82897	http://purl.obolibrary.org/obo/CHEBI_82894	http://purl.obolibrary.org/obo/CHEBI_82892	InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2	InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2/t18-/m1/s1	InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2/t18-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_6923	miconazole		http://purl.obolibrary.org/obo/CHEBI_82897	http://purl.obolibrary.org/obo/CHEBI_82894	http://purl.obolibrary.org/obo/CHEBI_82892	InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2	InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2/t18-/m1/s1	InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2/t18-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_133212	imazapyr-isopropylammonium							
http://purl.obolibrary.org/obo/CHEBI_133232	imazamox-ammonium							
http://purl.obolibrary.org/obo/CHEBI_133767	mefenpyr		http://purl.obolibrary.org/obo/CHEBI_133766	http://purl.obolibrary.org/obo/CHEBI_133765	http://purl.obolibrary.org/obo/CHEBI_133764	InChI=1S/C12H10Cl2N2O4/c1-12(11(19)20)5-8(10(17)18)15-16(12)9-3-2-6(13)4-7(9)14/h2-4H,5H2,1H3,(H,17,18)(H,19,20)	InChI=1S/C12H10Cl2N2O4/c1-12(11(19)20)5-8(10(17)18)15-16(12)9-3-2-6(13)4-7(9)14/h2-4H,5H2,1H3,(H,17,18)(H,19,20)/t12-/m0/s1	InChI=1S/C12H10Cl2N2O4/c1-12(11(19)20)5-8(10(17)18)15-16(12)9-3-2-6(13)4-7(9)14/h2-4H,5H2,1H3,(H,17,18)(H,19,20)/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_133786	mefenpyr-diethyl							
http://purl.obolibrary.org/obo/CHEBI_134310	rac-methyl phenyl sulfoxide							
http://purl.obolibrary.org/obo/CHEBI_16684	Atropine	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?	http://purl.obolibrary.org/obo/CHEBI_17486	http://purl.obolibrary.org/obo/CHEBI_48882	http://purl.obolibrary.org/obo/CHEBI_78734	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16-/m1/s1	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_16684	atropine	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?	http://purl.obolibrary.org/obo/CHEBI_17486	http://purl.obolibrary.org/obo/CHEBI_48882	http://purl.obolibrary.org/obo/CHEBI_78734	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16-/m1/s1	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16-/m0/s1
http://purl.obolibrary.org/obo/CHEBI_28358	rac-lactic acid	InChI=1S/2C3H6O3/c2*1-2(4)3(5)6/h2*2,4H,1H3,(H,5,6)/t2*2-/m10/s1	http://purl.obolibrary.org/obo/CHEBI_422	http://purl.obolibrary.org/obo/CHEBI_42111	http://purl.obolibrary.org/obo/CHEBI_78320	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_28358	rac-lactic acid	InChI=1S/2C3H6O3/c2*1-2(4)3(5)6/h2*2,4H,1H3,(H,5,6)/t2*2-/m10/s1	http://purl.obolibrary.org/obo/CHEBI_422	http://purl.obolibrary.org/obo/CHEBI_42111	http://purl.obolibrary.org/obo/CHEBI_78320	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_31633	formoterol fumarate							
http://purl.obolibrary.org/obo/CHEBI_4856	esmolol		http://purl.obolibrary.org/obo/CHEBI_60075	http://purl.obolibrary.org/obo/CHEBI_60074	http://purl.obolibrary.org/obo/CHEBI_88206	InChI=1S/C16H25NO4/c1-12(2)17-10-14(18)11-21-15-7-4-13(5-8-15)6-9-16(19)20-3/h4-5,7-8,12,14,17-18H,6,9-11H2,1-3H3	InChI=1S/C16H25NO4/c1-12(2)17-10-14(18)11-21-15-7-4-13(5-8-15)6-9-16(19)20-3/h4-5,7-8,12,14,17-18H,6,9-11H2,1-3H3/t14-/m0/s1	InChI=1S/C16H25NO4/c1-12(2)17-10-14(18)11-21-15-7-4-13(5-8-15)6-9-16(19)20-3/h4-5,7-8,12,14,17-18H,6,9-11H2,1-3H3/t14-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_5494	ritropirronium bromide							
http://purl.obolibrary.org/obo/CHEBI_3009	benalaxyl							
http://purl.obolibrary.org/obo/CHEBI_9652	Tranylcypromine							
http://purl.obolibrary.org/obo/CHEBI_9652	tranylcypromine							
http://purl.obolibrary.org/obo/CHEBI_5869	imazaquin		http://purl.obolibrary.org/obo/CHEBI_147360	http://purl.obolibrary.org/obo/CHEBI_147359	http://purl.obolibrary.org/obo/CHEBI_147361	InChI=1S/C17H17N3O3/c1-9(2)17(3)16(23)19-14(20-17)13-11(15(21)22)8-10-6-4-5-7-12(10)18-13/h4-9H,1-3H3,(H,21,22)(H,19,20,23)	InChI=1S/C17H17N3O3/c1-9(2)17(3)16(23)19-14(20-17)13-11(15(21)22)8-10-6-4-5-7-12(10)18-13/h4-9H,1-3H3,(H,21,22)(H,19,20,23)/t17-/m0/s1	InChI=1S/C17H17N3O3/c1-9(2)17(3)16(23)19-14(20-17)13-11(15(21)22)8-10-6-4-5-7-12(10)18-13/h4-9H,1-3H3,(H,21,22)(H,19,20,23)/t17-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_59340	famoxadone		http://purl.obolibrary.org/obo/CHEBI_106738	http://purl.obolibrary.org/obo/CHEBI_83252	http://purl.obolibrary.org/obo/CHEBI_83250	InChI=1S/C22H18N2O4/c1-22(16-12-14-19(15-13-16)27-18-10-6-3-7-11-18)20(25)24(21(26)28-22)23-17-8-4-2-5-9-17/h2-15,23H,1H3	InChI=1S/C22H18N2O4/c1-22(16-12-14-19(15-13-16)27-18-10-6-3-7-11-18)20(25)24(21(26)28-22)23-17-8-4-2-5-9-17/h2-15,23H,1H3/t22-/m0/s1	InChI=1S/C22H18N2O4/c1-22(16-12-14-19(15-13-16)27-18-10-6-3-7-11-18)20(25)24(21(26)28-22)23-17-8-4-2-5-9-17/h2-15,23H,1H3/t22-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_59960	(+-)-gamma-cadinene							
http://purl.obolibrary.org/obo/CHEBI_6790	metalaxyl							
http://purl.obolibrary.org/obo/CHEBI_6790	metalaxyl							
http://purl.obolibrary.org/obo/CHEBI_6832	methocarbamol		http://purl.obolibrary.org/obo/CHEBI_77502	http://purl.obolibrary.org/obo/CHEBI_77501	http://purl.obolibrary.org/obo/CHEBI_77498	InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)	InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)/t8-/m0/s1	InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)/t8-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_6849	rac-methyl 6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-p-toluate							
http://purl.obolibrary.org/obo/CHEBI_6853	rac-methyl 6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-m-toluate							
http://purl.obolibrary.org/obo/CHEBI_68664	DL-ethionine							
http://purl.obolibrary.org/obo/CHEBI_68933	(+-)-chartaceone A	InChI=1S/C28H26O6/c29-21-17-24-27(22(30)16-23(34-24)19-10-5-2-6-11-19)28(33)26(21)20(12-7-13-25(31)32)15-14-18-8-3-1-4-9-18/h1-6,8-11,14-15,17,20,23,29,33H,7,12-13,16H2,(H,31,32)/b15-14+						
http://purl.obolibrary.org/obo/CHEBI_6902	metolachlor		http://purl.obolibrary.org/obo/CHEBI_83647	http://purl.obolibrary.org/obo/CHEBI_83646	http://purl.obolibrary.org/obo/CHEBI_83645	InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3	InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3/t12-/m0/s1	InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_6902	metolachlor		http://purl.obolibrary.org/obo/CHEBI_83647	http://purl.obolibrary.org/obo/CHEBI_83646	http://purl.obolibrary.org/obo/CHEBI_83645	InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3	InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3/t12-/m0/s1	InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3/t12-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_6924	miconazole nitrate							
http://purl.obolibrary.org/obo/CHEBI_77069	eperisone		http://purl.obolibrary.org/obo/CHEBI_77072	http://purl.obolibrary.org/obo/CHEBI_77071	http://purl.obolibrary.org/obo/CHEBI_77070	InChI=1S/C17H25NO/c1-3-15-7-9-16(10-8-15)17(19)14(2)13-18-11-5-4-6-12-18/h7-10,14H,3-6,11-13H2,1-2H3	InChI=1S/C17H25NO/c1-3-15-7-9-16(10-8-15)17(19)14(2)13-18-11-5-4-6-12-18/h7-10,14H,3-6,11-13H2,1-2H3/t14-/m0/s1	InChI=1S/C17H25NO/c1-3-15-7-9-16(10-8-15)17(19)14(2)13-18-11-5-4-6-12-18/h7-10,14H,3-6,11-13H2,1-2H3/t14-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_77289	tetramisole							
http://purl.obolibrary.org/obo/CHEBI_77407	citalopram(1+)							
http://purl.obolibrary.org/obo/CHEBI_77563	rac-crizotinib	InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)						
http://purl.obolibrary.org/obo/CHEBI_77573	tosufloxacin		http://purl.obolibrary.org/obo/CHEBI_77582	http://purl.obolibrary.org/obo/CHEBI_77584	http://purl.obolibrary.org/obo/CHEBI_77581	InChI=1S/C19H15F3N4O3/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29)	InChI=1S/C19H15F3N4O3/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29)/t10-/m0/s1	InChI=1S/C19H15F3N4O3/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29)/t10-/m1/s1
http://purl.obolibrary.org/obo/CHEBI_77586	tosufloxacin(1+)	InChI=1S/C19H15F3N4O3/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29)/p+1	http://purl.obolibrary.org/obo/CHEBI_77594	http://purl.obolibrary.org/obo/CHEBI_77595	http://purl.obolibrary.org/obo/CHEBI_77588	InChI=1S/C19H15F3N4O3/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29)/p+1	InChI=1S/C19H15F3N4O3/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29)/p+1/t10-/m0/s1	InChI=1S/C19H15F3N4O3/c20-9-1-2-15(13(21)5-9)26-8-12(19(28)29)16(27)11-6-14(22)18(24-17(11)26)25-4-3-10(23)7-25/h1-2,5-6,8,10H,3-4,7,23H2,(H,28,29)/p+1/t10-/m1/s1
